symbol,date,open,close,high,low,volume,factor,sma_20,ema_20,macd,macd_signal,rsi,stoch,stoch_signal,bb_high,bb_low,bb_mid,atr,obv,mfi
^NSEI,2015-05-13,8181.5498046875,8235.4501953125,8254.9501953125,8089.7998046875,169800,1.0,8272.25751953125,8308.492601548765,35.20259540421648,-28.19455140462904,48.46803196799252,54.559737174034204,75.23615949319885,8486.831522373823,8057.683516688677,8272.25751953125,0.0,-274900,50.13423296359842
^NSEI,2015-05-14,8232.4501953125,8224.2001953125,8236.25,8137.2998046875,134800,1.0,8272.25751953125,8308.492601548765,35.20259540421648,-28.19455140462904,48.46803196799252,54.559737174034204,75.23615949319885,8486.831522373823,8057.683516688677,8272.25751953125,141.22882952008928,-409700,50.13423296359842
^NSEI,2015-05-15,8240.2998046875,8262.349609375,8279.2001953125,8212.2001953125,129800,1.0,8272.25751953125,8308.492601548765,35.20259540421648,-28.19455140462904,50.78719553745658,73.97471292234228,75.23615949319885,8486.831522373823,8057.683516688677,8272.25751953125,135.92677026865434,-279900,52.82447965837609
^NSEI,2015-05-18,8284.9501953125,8373.650390625,8384.599609375,8271.9501953125,148700,1.0,8272.25751953125,8308.492601548765,35.20259540421648,-28.19455140462904,56.883826244387684,97.1740283832201,75.23615949319885,8486.831522373823,8057.683516688677,8272.25751953125,134.9498581066076,-131200,59.597133616498375
^NSEI,2015-05-19,8356.2001953125,8365.650390625,8427.7998046875,8335.0,140300,1.0,8272.25751953125,8308.492601548765,35.20259540421648,-28.19455140462904,56.34352958594429,85.56845973393683,85.57240034649975,8486.831522373823,8057.683516688677,8272.25751953125,131.93914000524276,-271500,59.041489211025535
^NSEI,2015-05-20,8392.650390625,8423.25,8440.349609375,8391.4501953125,123600,1.0,8272.25751953125,8308.492601548765,35.20259540421648,-28.19455140462904,59.33816970442999,96.14178233791245,92.96142348502313,8486.831522373823,8057.683516688677,8272.25751953125,127.85057420129685,-147900,65.3572016469787
^NSEI,2015-05-21,8434.5,8421.0,8446.349609375,8382.5,143800,1.0,8272.25751953125,8308.492601548765,35.20259540421648,-28.19455140462904,59.1674331903002,94.35671729562449,92.02231978915792,8486.831522373823,8057.683516688677,8272.25751953125,123.27907671370421,-291700,68.89000447354735
^NSEI,2015-05-22,8432.5,8458.9501953125,8489.5498046875,8420.599609375,187300,1.0,8272.25751953125,8308.492601548765,35.20259540421648,-28.19455140462904,61.19553674069726,93.78561830955887,94.7613726476986,8486.831522373823,8057.683516688677,8272.25751953125,119.39844232790391,-104400,69.70933628133278
^NSEI,2015-05-25,8438.150390625,8370.25,8441.9501953125,8364.150390625,121300,1.0,8275.50751953125,8314.374258544121,35.20259540421648,-28.19455140462904,54.39507685930736,75.77176516086807,87.97136692201714,8493.916670411134,8057.0983686513655,8275.50751953125,117.64139678216077,-225700,63.710171705901
^NSEI,2015-05-26,8377.099609375,8339.349609375,8378.900390625,8320.0498046875,116800,1.0,8281.785009765625,8316.752863385158,35.20259540421648,-28.19455140462904,52.21805253158937,69.49629872029432,79.68456073024042,8499.955868787578,8063.6141507436705,8281.785009765625,113.44205315039929,-342500,66.37716769227
^NSEI,2015-05-27,8302.75,8334.599609375,8342.849609375,8277.9501953125,165500,1.0,8284.235009765625,8318.452553479428,35.20259540421648,-28.19455140462904,51.874359475241675,61.23822506253909,68.83542964790048,8503.619329804047,8064.850689727203,8284.235009765625,109.97472178697792,-508000,66.09824068864395
^NSEI,2015-05-28,8345.7001953125,8319.0,8364.5,8270.150390625,232300,1.0,8288.197509765625,8318.504691243292,35.20259540421648,-28.19455140462904,50.6942731306606,57.33588375547217,62.69013584610186,8507.087006873528,8069.308012657722,8288.197509765625,108.8586423289795,-740300,56.254269053439224
^NSEI,2015-05-29,8327.099609375,8433.650390625,8443.900390625,8305.7001953125,363900,1.0,8300.805029296875,8329.470948327264,35.20259540421648,-28.19455140462904,58.217467699813895,86.01640673858661,68.19683851886596,8522.686191501438,8078.9238670923105,8300.805029296875,110.9544675420881,-376400,59.518776938413566
^NSEI,2015-06-01,8417.25,8433.400390625,8467.150390625,8405.400390625,122200,1.0,8305.8775390625,8339.368990450857,35.20259540421648,-28.19455140462904,58.19661550325393,85.95386765165729,76.43538604857203,8534.898565206122,8076.856512918878,8305.8775390625,107.43986271765323,-498600,66.09245216247149
^NSEI,2015-06-02,8442.7998046875,8236.4501953125,8445.349609375,8226.0498046875,146800,1.0,8301.46005859375,8329.56720043768,22.44098276531622,-28.19455140462904,44.63347428762018,28.147733321504614,66.70600257058284,8532.252161287646,8070.667955899853,8301.46005859375,115.42985857264229,-645400,59.381512066370725
^NSEI,2015-06-03,8232.4501953125,8135.10009765625,8236.7001953125,8094.14990234375,171400,1.0,8303.365063476562,8311.046523982304,4.1019225341660785,-28.19455140462904,39.52816926429582,10.356652864546994,41.486084612569634,8527.919784424595,8078.810342528529,8303.365063476562,117.36703245807855,-816800,52.763365132635926
^NSEI,2015-06-04,8155.14990234375,8130.64990234375,8160.0498046875,8056.75,154700,1.0,8307.032568359375,8293.865893350061,-10.668033940059104,-28.19455140462904,39.3155196472334,17.074846509486967,18.526410898512864,8517.33592875152,8096.72920796723,8307.032568359375,116.3622304744658,-971500,46.774817631859804
^NSEI,2015-06-05,8119.14990234375,8114.7001953125,8191.0,8100.14990234375,162100,1.0,8303.192578125,8276.80249353696,-23.3907054258907,-28.19455140462904,38.51576864071662,13.389607547152782,13.607035640395585,8524.319950393232,8082.065205856767,8303.192578125,114.53993527316467,-1133600,46.98694055560025
^NSEI,2015-06-08,8124.35009765625,8044.14990234375,8131.0,8030.5498046875,135900,1.0,8289.137573242188,8254.645103899511,-38.719993289209015,-28.19455140462904,35.11330653076409,2.9629842388344225,11.142479431824727,8536.989258167785,8041.285888316589,8289.137573242188,113.53352527597433,-1269500,41.152738309635296
^NSEI,2015-06-09,8026.5,8022.39990234375,8057.14990234375,8005.14990234375,136000,1.0,8283.91005859375,8232.526513275152,-52.02390835831284,-28.19455140462904,34.11280606167813,3.5611072414623846,6.637899675816534,8549.03266793928,8018.78744924822,8283.91005859375,109.13827347054759,-1405500,35.72536365240529
^NSEI,2015-06-10,8024.14990234375,8124.4501953125,8152.25,8023.7998046875,136800,1.0,8278.36005859375,8222.233530612042,-53.71357447639093,-28.19455140462904,42.4050096551249,24.62847172171592,10.384187734004247,8551.824143833239,8004.895973354261,8278.36005859375,110.61768948381204,-1268700,41.60771291074539
^NSEI,2015-06-11,8157.2998046875,7965.35009765625,8163.0498046875,7958.25,166200,1.0,8265.417553710937,8197.76844175911,-67.11701213719243,-28.19455140462904,35.00770564988882,1.3951841631581574,9.861587708778824,8570.57482653332,7960.260280888553,8265.417553710937,117.3449834269326,-1434900,33.90260304811612
^NSEI,2015-06-12,7959.85009765625,7982.89990234375,7995.60009765625,7940.2998046875,136600,1.0,8251.445068359375,8177.3047713385995,-75.45343030506046,-37.646327184715325,36.32716796888706,8.08580246341486,11.36981944942965,8580.536851877458,7922.3532848412915,8251.445068359375,112.9132198227767,-1298300,33.77751099089758
^NSEI,2015-06-15,7986.60009765625,8013.89990234375,8057.7001953125,7944.85009765625,133000,1.0,8233.457543945313,8161.742402862899,-78.65200943595391,-45.84746363496305,38.69475968845029,13.969823631358956,7.816936752643996,8573.024784506584,7893.890303384041,8233.457543945313,112.90871109659622,-1165300,39.11751363130815
^NSEI,2015-06-16,8004.2001953125,8047.2998046875,8061.85009765625,7952.35009765625,124000,1.0,8217.540014648437,8150.843107798575,-77.59731985654162,-52.19743487927877,41.23032119152895,20.309363386129622,14.121663160301152,8560.65572536596,7874.424303930916,8217.540014648437,112.66523173255362,-1041300,45.14258973055283
^NSEI,2015-06-17,8084.2001953125,8091.5498046875,8136.85009765625,8048.9501953125,152500,1.0,8200.955004882813,8145.196126549901,-72.3567816406885,-56.22930423156072,44.50510294335317,28.708329085533695,20.99583870100743,8534.630787240507,7867.27922252512,8200.955004882813,111.01416467799622,-888800,53.6132343456496
^NSEI,2015-06-18,8113.7001953125,8174.60009765625,8186.89990234375,8101.7998046875,144800,1.0,8188.635009765625,8147.996504750506,-60.801273552234306,-57.14369809569544,50.12262993190828,44.471867209149295,31.163186560270873,8506.734608735867,7870.535410795383,8188.635009765625,109.89530274787148,-744000,48.31788899398231
^NSEI,2015-06-19,8201.150390625,8224.9501953125,8250.7998046875,8195.650390625,147100,1.0,8176.935009765625,8155.3254276611715,-47.03838878611259,-55.12263623377888,53.21467356164377,56.36085550040509,43.1803505983627,8470.685743378057,7883.184276153193,8176.935009765625,107.48847448239852,-596900,48.87512897082361
^NSEI,2015-06-22,8259.2998046875,8353.099609375,8369.4501953125,8257.400390625,122700,1.0,8176.077490234375,8174.161064014869,-25.49670656509261,-49.19745030004162,60.00978786074274,96.19001024007282,65.6742443165424,8467.658025044397,7884.496955424352,8176.077490234375,110.13215487651291,-474200,55.693424701749
^NSEI,2015-06-23,8377.4501953125,8381.5498046875,8398.4501953125,8334.9501953125,131700,1.0,8178.1875,8193.912372650359,-6.0592282010165945,-40.56980588023662,61.3518395423763,96.31116965720693,82.95401179922828,8475.026879360059,7881.34812063994,8178.1875,106.8012866710477,-342500,63.56184044982833
^NSEI,2015-06-24,8399.400390625,8360.849609375,8421.349609375,8338.900390625,130100,1.0,8179.5,8209.811157100325,7.58731879093466,-30.938380946002365,59.779869132087185,87.42333966037008,93.30817318588328,8479.311384310708,7879.688615689292,8179.5,105.06185324811574,-472600,71.06045550845937
^NSEI,2015-06-25,8336.25,8398.0,8423.150390625,8329.5,201200,1.0,8183.45,8227.73390404315,21.15615664028701,-20.519473428744494,61.677635309597825,94.79126848812493,92.84192593523399,8492.449767252829,7874.45023274717,8183.45,104.24674877503604,-271400,71.71371748992252
^NSEI,2015-06-26,8393.9501953125,8381.099609375,8408.5498046875,8339.7001953125,110600,1.0,8180.8224609375,8242.340161693803,30.197737393878924,-10.376031264219812,60.284093512424654,91.29114005974448,91.16858273607983,8482.063671331498,7879.581250543503,8180.8224609375,101.71838167503347,-382000,72.46970858781523
^NSEI,2015-06-29,8247.0498046875,8318.400390625,8329.4501953125,8195.650390625,132000,1.0,8175.0724609375,8249.583993020584,31.935816119414085,-1.913661787493032,55.29282289262207,78.30591842471974,88.1294423241964,8460.800359599874,7889.344562275127,8175.0724609375,107.69915575181679,-514000,72.46398516735925
^NSEI,2015-06-30,8316.349609375,8368.5,8378.0,8298.9501953125,158500,1.0,8181.674951171875,8260.909327018624,36.93016782181985,5.855104134369545,58.266220536113494,88.68171806835626,86.09292551760683,8478.65215212001,7884.6977502237405,8181.674951171875,105.65277353293702,-355500,72.82628925995478
^NSEI,2015-07-01,8376.25,8453.0498046875,8481.599609375,8370.150390625,131800,1.0,8197.572436523438,8279.208420129946,47.1669785857066,14.117479024636957,62.76680578478891,94.72569462610795,87.23777703972799,8516.130997150995,7879.013875895881,8197.572436523438,106.18469037879866,-223700,80.72497850104425
^NSEI,2015-07-02,8471.9501953125,8444.900390625,8479.25,8433.2001953125,112000,1.0,8213.2849609375,8294.988607796142,53.999660785068045,22.093915376723174,62.071980938255734,93.16269173073232,92.19003480839886,8547.69566817496,7878.874253700043,8213.2849609375,101.88934140084875,-335700,87.36632784340298
^NSEI,2015-07-03,8440.099609375,8484.900390625,8497.75,8424.150390625,88400,1.0,8231.794970703126,8313.075444256034,61.92840426564908,30.060813154508356,64.1686358018242,97.64400225966648,95.17746287216892,8582.895008292358,7880.694933113893,8231.794970703126,99.86864625614525,-247300,87.11148710676609
^NSEI,2015-07-06,8386.150390625,8522.150390625,8533.150390625,8386.150390625,101500,1.0,8255.694995117188,8332.987343910221,70.40615594683914,38.12988171297451,66.05075808033908,97.72821239923279,96.1783021298772,8617.36544091954,7894.024549314837,8255.694995117188,103.23517152356344,-145800,87.00050757873967
^NSEI,2015-07-07,8525.5,8510.7998046875,8561.349609375,8483.849609375,122200,1.0,8280.114990234375,8349.921863984247,75.34045988498656,45.57199734737692,64.93153451364135,89.00014662787757,94.79078709559228,8641.432772015905,7918.797208452846,8280.114990234375,101.39694498616605,-268000,86.8368814827157
^NSEI,2015-07-08,8439.2001953125,8363.0498046875,8457.5,8341.400390625,188100,1.0,8292.044970703126,8351.172144051225,66.56146200307921,49.76989027851739,52.46831953512771,45.77516316132409,77.50117406281149,8647.728218424532,7936.36172298172,8292.044970703126,106.25426420590419,-456100,77.14519611214058
^NSEI,2015-07-09,8364.849609375,8328.5498046875,8400.2998046875,8323.0,131300,1.0,8310.204956054688,8349.017635540393,56.17265782776121,51.05044378836616,50.0524363526136,36.3411807432252,57.03883017747563,8632.86893762622,7987.540974483157,8310.204956054688,104.18608852601817,-587400,69.96280493951286
^NSEI,2015-07-10,8365.7001953125,8360.5498046875,8377.099609375,8315.400390625,154100,1.0,8329.087451171876,8350.115937363928,49.94584364108414,50.82952375890976,52.24867615901379,45.0915412469691,42.40262838383947,8615.036837665391,8043.138064678359,8329.087451171876,101.15131211344544,-433300,70.46409896524355
^NSEI,2015-07-13,8397.25,8459.650390625,8471.650390625,8355.400390625,117800,1.0,8351.374975585937,8360.547790055458,52.403561961167725,51.14433139936135,58.35572855115967,72.19047415588716,51.20773204869383,8603.01125020162,8099.738700970254,8351.374975585937,102.2297898196279,-315500,70.25893831473273
^NSEI,2015-07-14,8470.599609375,8454.099609375,8480.25,8424.099609375,101700,1.0,8371.714965820312,8369.45748713351,53.289135793585956,51.573292278206274,57.90898860948912,70.67261987417083,62.65154509234237,8584.515534563814,8158.914397076812,8371.714965820312,98.93840416286876,-417200,69.81953824941338
^NSEI,2015-07-15,8463.400390625,8523.7998046875,8531.400390625,8462.9501953125,105500,1.0,8393.327465820312,8384.156755471986,58.93580738757555,53.04579530008014,61.85759568148793,89.73205225435008,77.53171542813602,8573.169445270865,8213.485486369758,8393.327465820312,97.39285966909243,-311700,68.20572889315999
^NSEI,2015-07-16,8546.150390625,8608.0498046875,8616.099609375,8542.900390625,116000,1.0,8414.999951171874,8405.47990301632,69.40900242688258,56.31843672544063,66.00852353128968,98.08542760254564,86.1633665770222,8588.542900704148,8241.457001639601,8414.999951171874,97.02907002755012,-195700,74.60155878618352
^NSEI,2015-07-17,8623.650390625,8609.849609375,8642.9501953125,8593.150390625,105000,1.0,8434.244921875,8424.94368457429,76.96708549626237,60.44816647960498,66.09341446867126,90.37773664607558,92.73173883432378,8604.553981125639,8263.935862624363,8434.244921875,93.65555107468938,-90700,81.73924255298145
^NSEI,2015-07-20,8623.900390625,8603.4501953125,8624.099609375,8559.0,90600,1.0,8446.762451171875,8441.944304644596,81.50104819809712,64.65874282330341,65.46735496749397,87.9407652104433,92.13464315302151,8627.83590054453,8265.68900179922,8446.762451171875,91.61584095328301,-181300,75.51076581472196
^NSEI,2015-07-21,8601.5,8529.4501953125,8646.75,8517.900390625,164100,1.0,8454.157470703125,8450.27819899392,78.22137740097969,67.37126973883868,58.55967410021316,64.59938344012119,80.97262843221337,8636.052395223176,8272.262546183074,8454.157470703125,94.27539584054851,-345400,66.24573959505291
^NSEI,2015-07-22,8512.25,8633.5,8643.900390625,8498.650390625,136800,1.0,8467.789990234374,8467.727894327832,83.06069236519397,70.50915426410974,64.26856973715122,96.0012024685973,82.8471170397206,8660.231821385685,8275.348159083063,8467.789990234374,97.91643899479504,-208600,66.77371875329538
^NSEI,2015-07-23,8643.9501953125,8589.7998046875,8654.75,8573.7998046875,132900,1.0,8477.37998046875,8479.353790552563,82.41956238498824,72.89123588828544,60.498900744189214,80.86038895635608,80.48699162169153,8674.02467819356,8280.735282743939,8477.37998046875,96.70456444605968,-341500,67.64790683925837
^NSEI,2015-07-24,8588.150390625,8521.5498046875,8589.150390625,8513.5,127400,1.0,8484.402490234375,8483.372458565413,75.53355385480063,73.41969948158848,55.06645198548696,60.74838702250974,79.20332614915438,8676.777351566,8292.027628902752,8484.402490234375,95.24708160616255,-468900,60.99232074885977
^NSEI,2015-07-27,8492.099609375,8361.0,8492.2001953125,8351.5498046875,136600,1.0,8486.532470703125,8471.71793870204,56.470359859156815,70.02983155710214,44.861446607795216,13.437354314031321,51.68204343096571,8672.339455258167,8300.725486148083,8486.532470703125,100.58657577715094,-605500,53.78732110566401
^NSEI,2015-07-28,8371.099609375,8337.0,8397.400390625,8321.75,174600,1.0,8484.957470703124,8458.887658825657,38.97674222884598,63.81921369145091,43.56182084794852,6.365001985645796,26.850247774062296,8675.22037339384,8294.694568012408,8484.957470703124,98.80541969485445,-780100,54.20890742026323
^NSEI,2015-07-29,8365.599609375,8375.0498046875,8381.5,8338.4501953125,141000,1.0,8481.057470703125,8450.90310128869,27.86204910633751,56.62778077442823,46.22179381225348,17.577569684656424,12.45997532811119,8676.89273647511,8285.222204931139,8481.057470703125,94.92646114522199,-639100,61.61652695461038
^NSEI,2015-07-30,8417.0,8421.7998046875,8458.900390625,8408.2998046875,215200,1.0,8479.90244140625,8448.131358755243,22.565784704300313,49.81538156040265,49.37862961455511,30.04498639264264,17.995852687648295,8676.846449331462,8282.958433481037,8479.90244140625,94.13532720181328,-423900,62.89381886681814
^NSEI,2015-07-31,8456.099609375,8532.849609375,8548.9501953125,8448.0,203300,1.0,8482.29990234375,8456.199763576173,27.01780374097325,45.255865996516775,55.9877031248653,63.393276088588586,37.005277388629224,8680.591696429543,8284.008108257956,8482.29990234375,96.4935460177552,-220600,64.54365179100458
^NSEI,2015-08-03,8510.650390625,8543.0498046875,8563.9501953125,8508.099609375,156700,1.0,8483.344873046875,8464.471196062965,31.01164843861261,42.40702248493594,56.54885865242153,66.45639780405405,53.298220095095104,8682.683192469874,8284.006553623876,8483.344873046875,93.59047744059411,-63900,65.53789495906143
^NSEI,2015-08-04,8564.099609375,8516.900390625,8565.150390625,8448.25,187400,1.0,8483.64990234375,8469.46445268792,31.701326798573064,40.26588334766337,54.62600252908655,58.603720908408405,62.817798267017025,8683.173919235467,8284.125885452033,8483.64990234375,95.25547123948024,-251300,57.909217263815336
^NSEI,2015-08-05,8547.4501953125,8567.9501953125,8591.849609375,8545.849609375,132800,1.0,8493.894921875,8478.844047223594,35.95275350240445,39.403257378611585,57.653327493883005,73.93399258633633,66.33137043293294,8688.58036761712,8299.20947613288,8493.894921875,93.8050246330888,-118500,58.24219663601605
^NSEI,2015-08-06,8585.7998046875,8588.650390625,8606.2998046875,8551.5,134900,1.0,8506.899951171876,8489.301794214203,40.52522301321369,39.627650505532,58.85217495025413,80.15026745495496,70.8959936498999,8690.07696351735,8323.722938826402,8506.899951171876,91.01893749411818,16400,58.824577568501226
^NSEI,2015-08-07,8580.7998046875,8564.599609375,8595.9501953125,8552.7001953125,143700,1.0,8517.10244140625,8496.473014705707,41.72723540187508,40.04756748480062,56.838780730196504,72.92781062312312,75.67069022147147,8688.915222246429,8345.289660566072,8517.10244140625,87.6068705302526,-127300,57.39237809864341
^NSEI,2015-08-10,8577.0,8525.599609375,8621.5498046875,8497.7998046875,123400,1.0,8520.39990234375,8499.246976102782,39.08234783855369,39.85452355555123,53.6344994388703,61.216098911411414,71.43139232982985,8690.195165559193,8350.604639128307,8520.39990234375,90.18852263523456,-250700,58.49485058320433
^NSEI,2015-08-11,8548.4501953125,8462.349609375,8556.25,8441.2998046875,154400,1.0,8520.81240234375,8495.732941176328,31.51917555574073,38.187453955589135,48.82692657148844,42.22210491741742,58.78867148398399,8690.000381581653,8351.624423105848,8520.81240234375,91.95721354075353,-405100,51.6729334080613
^NSEI,2015-08-12,8445.7001953125,8349.4501953125,8446.9501953125,8337.9501953125,190000,1.0,8512.094921875,8481.801251094059,16.228199277258682,33.79560301992304,41.65036666872,9.239564162282774,37.55925599703721,8697.005199417606,8327.184644332392,8512.094921875,94.27451357802113,-595100,44.37105442643323
^NSEI,2015-08-13,8384.4501953125,8355.849609375,8429.5,8339.75,189200,1.0,8499.484912109376,8469.805856644625,4.573647482553497,27.951211912449136,42.16922541499092,11.374126614439975,20.945265231380066,8690.787847226065,8308.181976992686,8499.484912109376,93.9513340367339,-405900,43.23170365441216
^NSEI,2015-08-14,8402.349609375,8518.5498046875,8530.099609375,8381.2001953125,155900,1.0,8494.919921875,8474.448137410613,8.369400004707131,24.034849530900736,53.492384946246,65.64374012606069,28.75247696759449,8679.717316840939,8310.122526909061,8494.919921875,99.68695303411005,-250000,49.62158057689145
^NSEI,2015-08-17,8530.5,8477.2998046875,8530.599609375,8428.0498046875,174700,1.0,8488.61240234375,8474.719724770317,7.957304117453532,20.819340448211296,50.777802236213105,49.13603713421899,42.051301291573225,8666.64966706972,8310.57513761778,8488.61240234375,99.89144243792362,-424700,57.14837674271588
^NSEI,2015-08-18,8505.849609375,8466.5498046875,8525.75,8433.599609375,153300,1.0,8485.4673828125,8473.941637143382,6.686205583364426,17.992713475241924,50.06476454041893,45.345481842661655,53.37508636764712,8662.728516781157,8308.206248843842,8485.4673828125,99.33851016557193,-578000,50.79687911946907
^NSEI,2015-08-19,8468.0498046875,8495.150390625,8520.4501953125,8425.9501953125,130500,1.0,8478.54990234375,8475.961518427346,7.89566281140651,15.973303342474843,51.99613654379603,55.43032857447849,49.97061585045305,8642.458793040672,8314.641011646827,8478.54990234375,98.99290229660251,-447500,48.9593185823357
^NSEI,2015-08-20,8471.0498046875,8372.75,8501.349609375,8359.75,184100,1.0,8467.697412109375,8466.131850005695,-1.0108695277231163,12.576468768435252,44.12963362545883,12.270751981708367,37.68218746628285,8629.43310385748,8305.96172036127,8467.697412109375,102.03623851648805,-631600,40.210480377132264
^NSEI,2015-08-21,8305.400390625,8299.9501953125,8322.2001953125,8225.0498046875,201300,1.0,8456.617431640625,8450.3050257492,-13.784793876440744,7.304216239460052,40.23107259213852,18.890388556116015,28.8638230374343,8631.874898893317,8281.359964387933,8456.617431640625,105.29794971620319,-832900,32.50743332108256
^NSEI,2015-08-24,8055.9501953125,7809.0,8060.0498046875,7769.39990234375,312400,1.0,8429.017431640625,8389.228356630229,-62.7998807400927,-6.7166031564505,24.50719777227603,4.647081170499936,11.936073902774782,8760.259440954176,8097.775422327073,8429.017431640625,135.6731170913851,-1145300,31.095446292591717
^NSEI,2015-08-25,7895.39990234375,7880.7001953125,7925.39990234375,7667.25,299100,1.0,8406.20244140625,8340.797103171397,-94.76667246600118,-24.326617018360636,28.87902748922734,22.36720517640654,15.301558301007505,8813.726784730985,7998.6780980815165,8406.20244140625,144.42145889512545,-846200,23.949959716560357
^NSEI,2015-08-26,7865.25,7791.85009765625,7930.0498046875,7777.10009765625,216600,1.0,8377.042456054687,8288.516435979478,-125.8196746572703,-44.62522854614257,26.80729826602473,13.056703673648157,13.35699667351822,8864.86059278062,7889.224319328754,8377.042456054687,145.0306194762772,-1062800,25.83891066100996
^NSEI,2015-08-27,7921.60009765625,7948.9501953125,7963.60009765625,7862.2998046875,305000,1.0,8353.399975585937,8256.176794011195,-136.18290590967808,-62.93676401884968,35.603869584972074,29.519045684468836,21.64765151150785,8874.919505112917,7831.880446058955,8353.399975585937,146.9391466565431,-757800,35.063790758304435
^NSEI,2015-08-28,8053.7001953125,8001.9501953125,8091.7998046875,7961.64990234375,195600,1.0,8326.855004882813,8231.964736992271,-138.52238445888906,-78.05388810685756,38.29806166470979,37.64906583942632,26.74160506584778,8862.97722340856,7790.732786357065,8326.855004882813,146.6470368507186,-562200,40.99809678016873
^NSEI,2015-08-31,8009.25,7971.2998046875,8043.60009765625,7947.9501953125,198200,1.0,8298.267504882813,8207.139505344197,-141.2217519822443,-90.68746088193491,37.32549542010813,35.21746015587001,34.128523893255064,8846.075787365506,7750.459222400121,8298.267504882813,143.0043843859351,-760400,40.52553169250044
^NSEI,2015-09-01,7907.9501953125,7785.85009765625,7929.10009765625,7746.5,184900,1.0,8261.714990234375,8167.016704612012,-156.52098519554602,-103.85416574465714,32.026152887260025,13.737204067551213,28.867910020949193,8842.837887002614,7680.592093466137,8261.714990234375,148.84691440747545,-945300,40.77678553789862
^NSEI,2015-09-02,7856.64990234375,7717.0,7862.5498046875,7699.25,215300,1.0,8219.16748046875,8124.157970839439,-172.21616447546148,-117.52656549081803,30.305846047215667,5.762439625821485,18.239034616414244,8828.305841393954,7610.029119543546,8219.16748046875,149.8792637131915,-1160600,40.62809625796965
